host_response_rate;host_is_superhost;host_listings_count;host_has_profile_pic;host_identity_verified;is_location_exact;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;availability_30;availability_60;availability_90;availability_365;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;Cats;Other pets;FamilyKid Friendly;Shampoo;Washer;Hair Dryer;Pets Allowed;Breakfast;Iron;Carbon Monoxide Detector;Hangers;24Hour Checkin;Cable TV;Smoke Detector;TV;Hot Tub;First Aid Kit;Pets live on this property;Gym;Dryer;Free Parking on Premises;Smoking Allowed;Heating;Lock on Bedroom Door;Internet;Air Conditioning;BuzzerWireless Intercom;Doorman;Laptop Friendly Workspace;Pool;Essentials;Safety Card;Suitable for Events;Fire Extinguisher;Washer  Dryer;Wireless Internet;Kitchen;Dogs;Elevator in Building;Indoor Fireplace;Wheelchair Accessible;host_response_time_within a day;host_response_time_within a few hours;host_response_time_within an hour;neighbourhood_group_cleansed_Beacon Hill;neighbourhood_group_cleansed_Capitol Hill;neighbourhood_group_cleansed_Cascade;neighbourhood_group_cleansed_Central Area;neighbourhood_group_cleansed_Delridge;neighbourhood_group_cleansed_Downtown;neighbourhood_group_cleansed_Interbay;neighbourhood_group_cleansed_Lake City;neighbourhood_group_cleansed_Magnolia;neighbourhood_group_cleansed_Northgate;neighbourhood_group_cleansed_Other neighborhoods;neighbourhood_group_cleansed_Queen Anne;neighbourhood_group_cleansed_Rainier Valley;neighbourhood_group_cleansed_Seward Park;neighbourhood_group_cleansed_University District;neighbourhood_group_cleansed_West Seattle;zipcode_98102;zipcode_98103;zipcode_98104;zipcode_98105;zipcode_98106;zipcode_98107;zipcode_98108;zipcode_98109;zipcode_98112;zipcode_98115;zipcode_98116;zipcode_98117;zipcode_98118;zipcode_98119;zipcode_98121;zipcode_98122;zipcode_98125;zipcode_98126;zipcode_98133;zipcode_98134;zipcode_98136;zipcode_98144;zipcode_98146;zipcode_98177;zipcode_98178;zipcode_98199;"zipcode_99
98122";property_type_Bed & Breakfast;property_type_Boat;property_type_Bungalow;property_type_Cabin;property_type_Camper/RV;property_type_Chalet;property_type_Condominium;property_type_Dorm;property_type_House;property_type_Loft;property_type_Other;property_type_Tent;property_type_Townhouse;property_type_Treehouse;property_type_Yurt;room_type_Private room;room_type_Shared room;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;cancellation_policy_moderate;cancellation_policy_strict
1.0;0;2.0;1;1;1;4;1.5;2.0;2.0;140.0;0.0;80.0;2;0.0;2;1125;0;0;4;279;2;80.0;8.0;10.0;10.0;10.0;9.0;8.0;0;0;0;2;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;2.0;1;1;1;2;1.5;1.0;1.0;50.0;0.0;50.0;1;0.0;1;1125;15;45;75;350;7;89.0;10.0;9.0;9.0;9.0;7.0;9.0;0;0;0;2;0.44;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
;0;1.0;1;0;1;6;2.0;3.0;3.0;139.0;100.0;60.0;2;17.0;2;1125;0;0;0;0;7;89.0;10.0;9.0;10.0;10.0;9.0;10.0;0;0;0;1;0.24;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;2.0;1;1;1;5;1.5;2.0;2.0;126.0;1000.0;100.0;2;15.0;3;1125;17;47;77;166;7;94.0;9.0;9.0;9.0;10.0;9.0;10.0;1;0;0;2;0.52;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;1;2.0;1;1;1;2;1.0;1.0;1.0;105.0;400.0;40.0;2;20.0;2;30;0;0;2;273;20;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;2;3.05;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;6;1.0;2.0;2.0;150.0;250.0;80.0;1;40.0;1;1125;29;59;89;364;0;;;;;;;;0;0;0;1;;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;1;1.0;1;1;1;2;1.0;1.0;1.0;80.0;100.0;35.0;1;10.0;2;1125;3;33;63;335;21;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;1.28;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;1.0;1;1;1;2;1.5;1.0;1.0;92.0;400.0;50.0;2;0.0;2;365;27;57;87;362;90;96.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;2.81;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;1.0;1;1;1;2;1.0;1.0;1.0;69.0;0.0;0.0;1;0.0;2;7;30;60;89;89;18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;4.22;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
1.0;0;2.0;1;1;1;2;1.0;1.0;1.0;75.0;250.0;35.0;1;15.0;2;90;29;59;88;88;39;92.0;9.0;9.0;10.0;10.0;9.0;9.0;0;1;1;2;1.04;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;1.0;1;0;1;3;;1.0;2.0;105.0;0.0;0.0;2;30.0;2;365;27;27;27;240;40;97.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;1.08;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;0;2.0;1;1;1;6;1.0;2.0;3.0;150.0;500.0;125.0;2;50.0;3;30;28;28;28;150;8;85.0;8.0;9.0;9.0;10.0;8.0;8.0;1;0;0;2;1.16;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.89;1;1.0;1;1;1;2;1.0;1.0;2.0;150.0;0.0;50.0;1;0.0;2;1125;21;51;81;356;25;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;4.63;0;0;1;1;1;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;1.0;1;0;1;2;1.0;1.0;1.0;54.0;0.0;0.0;1;0.0;1;1125;7;37;67;342;22;94.0;10.0;10.0;9.0;9.0;8.0;9.0;0;0;0;1;2.33;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
0.9;0;3.0;1;1;1;2;1.0;1.0;1.0;52.0;0.0;0.0;1;25.0;1;1125;19;37;37;231;80;96.0;10.0;10.0;9.0;10.0;9.0;10.0;1;0;0;3;4.2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;1;13.0;1;1;1;4;1.0;2.0;3.0;150.0;1000.0;250.0;1;0.0;4;1125;0;0;0;45;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;0.21;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;2;1.0;1.0;1.0;80.0;150.0;0.0;2;0.0;2;28;29;59;89;178;32;94.0;9.0;9.0;10.0;10.0;8.0;9.0;0;0;0;1;1.61;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;1.0;1;1;0;4;1.0;2.0;2.0;200.0;0.0;90.0;1;0.0;2;1125;0;6;7;16;3;80.0;9.0;8.0;10.0;10.0;9.0;8.0;0;0;0;1;1.8;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;1;1.0;1;1;1;2;1.0;1.0;1.0;68.0;0.0;0.0;2;10.0;2;21;0;14;31;31;67;99.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;4.57;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
1.0;0;3.0;1;1;1;2;1.0;1.0;1.0;49.0;0.0;0.0;1;25.0;2;15;27;57;86;86;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;3;1.0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;3.0;1;1;1;2;1.0;1.0;1.0;39.0;0.0;0.0;1;25.0;3;10;24;54;83;83;3;93.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;3;3.0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0.9;0;1.0;1;1;1;3;1.0;1.0;1.0;95.0;0.0;0.0;2;25.0;2;1125;14;44;74;349;46;91.0;9.0;10.0;10.0;10.0;9.0;9.0;0;0;0;1;2.3;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;2.0;1;1;1;2;1.0;1.0;1.0;89.0;125.0;35.0;2;25.0;2;90;29;59;88;88;46;96.0;9.0;9.0;10.0;10.0;9.0;9.0;0;1;1;2;1.23;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0.9;0;3.0;1;1;1;2;1.0;1.0;1.0;62.0;0.0;0.0;2;50.0;1;1125;24;54;84;348;206;95.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;0;3;7.6;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;2.0;1;0;1;4;2.0;2.0;1.0;81.0;300.0;90.0;4;50.0;2;15;8;8;8;8;1;40.0;10.0;10.0;2.0;2.0;10.0;8.0;0;0;0;2;0.38;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.67;0;1.0;1;0;1;2;1.0;0.0;1.0;70.0;150.0;75.0;1;0.0;3;365;30;60;90;365;7;87.0;8.0;9.0;10.0;9.0;8.0;8.0;0;0;0;1;0.48;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0.9;0;1.0;1;1;1;2;1.0;1.0;1.0;110.0;0.0;0.0;1;0.0;1;1125;30;60;90;365;4;95.0;10.0;10.0;9.0;10.0;10.0;9.0;0;0;0;1;1.13;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;1.0;1;1;1;6;2.0;3.0;3.0;200.0;500.0;80.0;4;0.0;3;1125;0;0;0;0;0;;;;;;;;0;0;0;1;;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;6;2.5;2.0;3.0;100.0;1000.0;40.0;4;40.0;3;1125;17;17;17;108;0;;;;;;;;0;0;0;1;;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;0;1.0;1;0;1;2;1.0;1.0;1.0;63.0;0.0;25.0;1;0.0;1;25;30;60;90;365;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;0;1;1.23;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
1.0;0;1.0;1;1;1;3;1.0;1.0;2.0;70.0;100.0;20.0;2;25.0;1;30;30;60;90;365;97;92.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;0;1;4.66;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1
1.0;1;2.0;1;1;1;2;1.0;1.0;1.0;60.0;100.0;10.0;2;15.0;2;30;0;3;32;32;44;100.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;2;2.45;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0.9;1;2.0;1;1;1;2;1.0;1.0;1.0;39.0;0.0;0.0;1;0.0;1;1125;29;58;88;242;21;97.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;2;4.44;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0.98;0;21.0;1;0;1;2;1.0;1.0;1.0;36.0;500.0;10.0;1;10.0;1;1125;22;52;81;81;19;94.0;9.0;10.0;9.0;10.0;9.0;10.0;1;0;0;21;5.94;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1
0.4;0;1.0;1;1;1;2;1.0;0.0;1.0;100.0;200.0;0.0;0;0.0;2;14;30;60;90;365;40;94.0;10.0;10.0;10.0;9.0;9.0;9.0;0;0;0;1;1.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
0.5;0;1.0;1;0;1;6;2.0;3.0;4.0;250.0;150.0;100.0;1;0.0;1;1125;10;40;70;345;1;80.0;8.0;10.0;10.0;10.0;8.0;8.0;0;0;0;1;0.18;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;2;1.0;1.0;1.0;38.0;100.0;0.0;1;10.0;2;365;21;51;81;354;166;93.0;9.0;9.0;10.0;10.0;9.0;10.0;0;1;0;1;6.04;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
1.0;0;1.0;1;1;1;2;1.0;1.0;1.0;65.0;0.0;0.0;1;0.0;2;730;9;9;37;312;34;95.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;1.12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
1.0;1;1.0;1;1;1;2;1.0;1.0;1.0;68.0;0.0;10.0;2;10.0;1;1125;28;53;55;330;55;97.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;5.45;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
